item_id,week,date,country,party_id,party,camp,source_type,provenance,outlet,title,source_url,archive_url,summary,actors,quote_index,speaker,original_quote,translation,cluster_id,cluster_size,confidence,jda_category,coder,coded_date,notes
f37af1fa07a05f8f3c71,2026-W38,2026-09-13,FR,rn,RN,far-right,press,press_characterisation,Le Monde.fr,"Poll: Le Pen begins presidential campaign in strongest position ever amid worried, angry electorate - Le Monde.fr",https://news.google.com/rss/articles/CBMihgJBVV95cUxQZEtWMEcyN082eHNoOGdyUVpNcFk4a2x4YnVQN2FWc2p0TGZaT2pWVmY5X1V2YkZvbUpQRW1CUjZCdndacWd4cW1oWEdnTDFkSmVuRzBPd3BjQ3d1R3pIdXNsWE9vRmNfV0NPVWhMVzdvWnM5dDB6d3hkeU82VE1LQ1BHbWFFMVY4NTdXLV85WHhDTjZoNmRwQmk0SWFqY3h3LU1kTWwzbGt0QnNJOVpTQzA4dDZHdEx3c2ZJaHNuVTlFS3lBOWZjRXBSYUJZWGozOTJCWFlWSzQtN3l2N2stczlKbFRaRlE2QU5mcjBwWjREQWZmSlNGekdmbXFBU0tXZlE4YzJB?oc=5,,"Marine Le Pen enters the presidential campaign in her strongest polling position to date, according to a survey showing a worried and angry electorate.",Marine Le Pen,,,,,rn-1,1,high,,,,
6832dcbec0f09c0bb371,2026-W38,2026-09-13,FR,rn,RN,far-right,press,press_characterisation,Le Monde.fr,Le Pen pledges to put French citizens first at presidential campaign launch - Le Monde.fr,https://news.google.com/rss/articles/CBMi2gFBVV95cUxOdnM5bkxaNENFWV9MRnJ0QkZHSWdXZXVfdGZxNTVqMXNPb0hrbnBXd211aWMtZnJFZ1lEUGRxN2Z1ZGV5SzM3SHN3ZTh2TFY4US1TNFdYVXFEa2JXNDY0TVlBd0ZIRTBGMU1USFcyMlRqYndHb0hSaV96SVNaUXIxdXZVWUdSSDgxbXY2SEdIUGxsQmRIYTVhZ0JqcHJ2elN4RWRzU0U1WUNuXzRiMnpxeVJYWTl1WmpCVHNQRF82emEyNnk4cTNzaFJQTERRQVRpQTFYMXI3Ml9Pdw?oc=5,,Marine Le Pen launched her presidential campaign pledging to prioritize French citizens first.,Marine Le Pen,,,,,rn-0,1,high,,,,
f22167b2658c16430fd6,2026-W38,2026-09-14,FR,lfi,LFI,far-left,site_scrape,party_document,lafranceinsoumise.fr,L’ouverture du procès d’Aramburu nous rappelle que l’extrême droite tue,https://lafranceinsoumise.fr/2026/09/07/louverture-du-proces-daramburu-nous-rappelle-que-lextreme-droite-tue/,,"La France insoumise issued a statement on the opening of the trial for the 2022 murder of Argentine rugby player Federico Martin Aramburu by far-right activists Loïk Le Priol and Romain Bouvier, stating that the far-right is responsible for 90% of ideological murders and pledging to oppose it in parliament, elections, and the streets.",Loïk Le Priol; Romain Bouvier,0,La France insoumise,"Les deux militants d'extrême droite ont, selon la vidéosurveillance et les multiples témoins, pourchassé Federico Martin Aramburu et Shaun Hegarty, l'un de ses amis rugbyman, après une bagarre entre les 4 hommes dans un bar parisien.","The two far-right activists, according to video surveillance and multiple witnesses, chased Federico Martin Aramburu and Shaun Hegarty, one of his rugby player friends, after a fight between the 4 men in a Parisian bar.",lfi-6,1,high,,,,
f22167b2658c16430fd6,2026-W38,2026-09-14,FR,lfi,LFI,far-left,site_scrape,party_document,lafranceinsoumise.fr,L’ouverture du procès d’Aramburu nous rappelle que l’extrême droite tue,https://lafranceinsoumise.fr/2026/09/07/louverture-du-proces-daramburu-nous-rappelle-que-lextreme-droite-tue/,,"La France insoumise issued a statement on the opening of the trial for the 2022 murder of Argentine rugby player Federico Martin Aramburu by far-right activists Loïk Le Priol and Romain Bouvier, stating that the far-right is responsible for 90% of ideological murders and pledging to oppose it in parliament, elections, and the streets.",Loïk Le Priol; Romain Bouvier,1,La France insoumise,"Cet assassinat commis par des néonazis nous met face à la violence meurtrière de l'extrême droite, qui est responsable de 90% des meurtres idéologiques.","This assassination committed by neo-Nazis confronts us with the murderous violence of the far-right, which is responsible for 90% of ideological murders.",lfi-6,1,high,,,,
f22167b2658c16430fd6,2026-W38,2026-09-14,FR,lfi,LFI,far-left,site_scrape,party_document,lafranceinsoumise.fr,L’ouverture du procès d’Aramburu nous rappelle que l’extrême droite tue,https://lafranceinsoumise.fr/2026/09/07/louverture-du-proces-daramburu-nous-rappelle-que-lextreme-droite-tue/,,"La France insoumise issued a statement on the opening of the trial for the 2022 murder of Argentine rugby player Federico Martin Aramburu by far-right activists Loïk Le Priol and Romain Bouvier, stating that the far-right is responsible for 90% of ideological murders and pledging to oppose it in parliament, elections, and the streets.",Loïk Le Priol; Romain Bouvier,2,La France insoumise,"À l'Assemblée nationale, dans les urnes et dans la rue, nous continuerons à nous y opposer par tous les moyens à notre disposition.","In the National Assembly, at the ballot box and in the streets, we will continue to oppose it by all means at our disposal.",lfi-6,1,high,,,,
61dbab89cce86c3a4fc7,2026-W38,2026-09-14,FR,lfi,LFI,far-left,site_scrape,party_document,lafranceinsoumise.fr,Communiqué de presse - Ukraine : critiquer la guerre ne peut pas valoir quinze ans de prison,https://lafranceinsoumise.fr/2026/09/08/communique-de-presse-ukraine-critiquer-la-guerre-ne-peut-pas-valoir-quinze-ans-de-prison/,,"La France insoumise condemns the fifteen-year prison sentence given to Ukrainian socialist activist Bogdan Syrotiuk for writing articles critical of the Ukrainian government and NATO, calling for the annulment of his conviction while reaffirming condemnation of the Russian invasion.",La France insoumise,0,La France insoumise,"Le 10 août 2026, un tribunal ukrainien a condamné Bogdan Syrotiuk, militant socialiste de 27 ans, à quinze années de prison pour « haute trahison », assorties de la confiscation de ses biens.","On August 10, 2026, a Ukrainian court sentenced Bogdan Syrotiuk, a 27-year-old socialist activist, to fifteen years in prison for 'high treason', along with the confiscation of his property.",lfi-4,1,high,,,,
61dbab89cce86c3a4fc7,2026-W38,2026-09-14,FR,lfi,LFI,far-left,site_scrape,party_document,lafranceinsoumise.fr,Communiqué de presse - Ukraine : critiquer la guerre ne peut pas valoir quinze ans de prison,https://lafranceinsoumise.fr/2026/09/08/communique-de-presse-ukraine-critiquer-la-guerre-ne-peut-pas-valoir-quinze-ans-de-prison/,,"La France insoumise condemns the fifteen-year prison sentence given to Ukrainian socialist activist Bogdan Syrotiuk for writing articles critical of the Ukrainian government and NATO, calling for the annulment of his conviction while reaffirming condemnation of the Russian invasion.",La France insoumise,1,La France insoumise,"La France insoumise condamne sans réserve l'invasion russe, défend la souveraineté et l'intégrité territoriale de l'Ukraine ainsi que le droit du peuple ukrainien à la paix.","La France insoumise unreservedly condemns the Russian invasion, defends the sovereignty and territorial integrity of Ukraine as well as the right of the Ukrainian people to peace.",lfi-4,1,high,,,,
61dbab89cce86c3a4fc7,2026-W38,2026-09-14,FR,lfi,LFI,far-left,site_scrape,party_document,lafranceinsoumise.fr,Communiqué de presse - Ukraine : critiquer la guerre ne peut pas valoir quinze ans de prison,https://lafranceinsoumise.fr/2026/09/08/communique-de-presse-ukraine-critiquer-la-guerre-ne-peut-pas-valoir-quinze-ans-de-prison/,,"La France insoumise condemns the fifteen-year prison sentence given to Ukrainian socialist activist Bogdan Syrotiuk for writing articles critical of the Ukrainian government and NATO, calling for the annulment of his conviction while reaffirming condemnation of the Russian invasion.",La France insoumise,2,La France insoumise,La solidarité avec un peuple agressé n'impose jamais l'alignement sur son gouvernement.,Solidarity with an attacked people never requires alignment with its government.,lfi-4,1,high,,,,
abe415e011d1a0db846a,2026-W38,2026-09-14,FR,lfi,LFI,far-left,site_scrape,party_document,lafranceinsoumise.fr,Pourquoi nous ne répondrons à aucune invitation de BFMTV cette semaine,https://lafranceinsoumise.fr/2026/09/09/pourquoi-nous-ne-repondrons-a-aucune-invitation-de-bfmtv-cette-semaine/,,"La France insoumise announces a boycott of BFMTV this week, citing last-minute cancellations, editorial drift toward far-right themes, and false reporting about Rima Hassan's detention.",Mathilde Panot; Manuel Bompard; Rima Hassan,0,La France insoumise,"Ainsi, nous avons observé avec stupéfaction la place prépondérante donnée à des plateaux durant lesquels des thèses racistes ou encore des propos climatosceptiques sont monnaie courante.","Thus, we have observed with astonishment the predominant place given to programs during which racist theses or climate-skeptic remarks are commonplace.",lfi-3,1,high,,,,
abe415e011d1a0db846a,2026-W38,2026-09-14,FR,lfi,LFI,far-left,site_scrape,party_document,lafranceinsoumise.fr,Pourquoi nous ne répondrons à aucune invitation de BFMTV cette semaine,https://lafranceinsoumise.fr/2026/09/09/pourquoi-nous-ne-repondrons-a-aucune-invitation-de-bfmtv-cette-semaine/,,"La France insoumise announces a boycott of BFMTV this week, citing last-minute cancellations, editorial drift toward far-right themes, and false reporting about Rima Hassan's detention.",Mathilde Panot; Manuel Bompard; Rima Hassan,1,La France insoumise,"Pendant plusieurs heures ont été relayées sur cette antenne, sans aucune prudence, des accusations graves sur la possible détention de drogue de sa part lors d'une garde à vue. Ces informations se sont avérées fausses mais rien n'a été fait par la chaîne pour corriger cette désinformation manifeste.","For several hours, serious accusations about her possible possession of drugs during police custody were broadcast on this channel without any caution. This information proved false but nothing was done by the channel to correct this obvious disinformation.",lfi-3,1,high,,,,
d5075f4c95a256f2a874,2026-W38,2026-09-14,FR,lfi,LFI,far-left,press,press_characterisation,ProtoThema English,Le Pen and Melenchon on course for French presidential run-off as center ground sidelined - ProtoThema English,https://news.google.com/rss/articles/CBMixAFBVV95cUxQYmJoQWcxWmkwdFBHaXNmLURfWGRodmcybHlUY0p1RnN2dF9jT3NRNTUtdkNDT29UVVMzSU1od0VLdWNESmQ3aUc1Y2llQy1KbmJhencwVElEOWJkUGo3UjRFNDB5YUJGNjZsZzRlQjM3RVpzc0NGb3pQUi1kTkRJclI3STZwR3lBd3RnbGcxVHZQcDR2NEN4RVlHeWlVWGZJdDNDRTlzNEE3NXJGZUo4TXBfcVBBdzAtVkt4UHRIaE0xVW9z?oc=5,,"Marine Le Pen and Jean-Luc Mélenchon are projected to advance to a French presidential run-off election, with centrist candidates being sidelined.",Marine Le Pen; Jean-Luc Mélenchon,,,,,lfi-0,1,high,,,,
a18f32d9ce578cdaee87,2026-W38,2026-09-14,AT,fpo,FPÖ,far-right,site_scrape,party_document,www.fpoe.at,"25 Jahre 9/11: Wahres Gedenken bedeutet, unsere Bürger vor Terror zu schützen",https://www.fpoe.at/aktuell/artikel-detailansicht/25-jahre-9-11-wahres-gedenken-bedeutet-unsere-buerger-vor-terror-zu-schuetzen,,"FPÖ leader Herbert Kickl, marking the 25th anniversary of 9/11, warns against imported Islamism in Europe and calls for building a ""Fortress Austria"" with border protection and an absolute asylum stop.",Herbert Kickl,0,Herbert Kickl,"Der 11. September 2001 hat die Welt für immer verändert. Es war die Geburtsstunde des islamistischen Terrors in der westlichen Welt, der tausende unschuldige Menschenleben gefordert hat.","September 11, 2001 changed the world forever. It was the birth of Islamist terror in the Western world, which has claimed thousands of innocent lives.",fpo-7,1,high,,,,
a18f32d9ce578cdaee87,2026-W38,2026-09-14,AT,fpo,FPÖ,far-right,site_scrape,party_document,www.fpoe.at,"25 Jahre 9/11: Wahres Gedenken bedeutet, unsere Bürger vor Terror zu schützen",https://www.fpoe.at/aktuell/artikel-detailansicht/25-jahre-9-11-wahres-gedenken-bedeutet-unsere-buerger-vor-terror-zu-schuetzen,,"FPÖ leader Herbert Kickl, marking the 25th anniversary of 9/11, warns against imported Islamism in Europe and calls for building a ""Fortress Austria"" with border protection and an absolute asylum stop.",Herbert Kickl,1,Herbert Kickl,"Wir mussten schmerzhaft miterleben, wie der Terror auch unseren Kontinent erfasst hat. Diese tragische Entwicklung wurde durch den unkontrollierten Grenzsturm des Jahres 2015 massiv befeuert.",We had to painfully witness how terror also gripped our continent. This tragic development was massively fueled by the uncontrolled border storm of 2015.,fpo-7,1,high,,,,
a18f32d9ce578cdaee87,2026-W38,2026-09-14,AT,fpo,FPÖ,far-right,site_scrape,party_document,www.fpoe.at,"25 Jahre 9/11: Wahres Gedenken bedeutet, unsere Bürger vor Terror zu schützen",https://www.fpoe.at/aktuell/artikel-detailansicht/25-jahre-9-11-wahres-gedenken-bedeutet-unsere-buerger-vor-terror-zu-schuetzen,,"FPÖ leader Herbert Kickl, marking the 25th anniversary of 9/11, warns against imported Islamism in Europe and calls for building a ""Fortress Austria"" with border protection and an absolute asylum stop.",Herbert Kickl,2,Herbert Kickl,"Es braucht den Bau der ‚Festung Österreich' mit echtem Grenzschutz und einem absoluten Asyl-Stopp. Nur so können wir garantieren, dass unser Land sicher bleibt und unsere Freiheit verteidigt wird!",We need to build 'Fortress Austria' with real border protection and an absolute asylum stop. Only in this way can we guarantee that our country remains safe and our freedom is defended!,fpo-7,1,high,,,,
67ff34bba4bacd72be39,2026-W38,2026-09-14,AT,fpo,FPÖ,far-right,site_scrape,party_document,www.fpoe.at,"Bablers ORF-""Zukunftsforum"" war eine Farce, Ergebnisse sind mieser Reformschwindel",https://www.fpoe.at/aktuell/artikel-detailansicht/bablers-orf-zukunftsforum-war-eine-farce-ergebnisse-sind-mieser-reformschwindel,,"FPÖ media spokesperson Christian Hafenecker criticizes SPÖ leader Andreas Babler's ORF reform forum as a sham that cements government control over the public broadcaster, demanding abolition of the mandatory ORF fee and announcing a planned referendum on ORF reform.",Christian Hafenecker,0,Christian Hafenecker,"Wenn kritische Stiftungsräte kurzerhand ausgeschlossen und Vertreter privater Medien zu Statisten degradiert werden, dann hat das nichts mit einem ehrlichen Dialog zu tun. Das war keine Reformdebatte, das war eine Krönungsmesse für den eigenen Propaganda-Apparat, dessen Ergebnisse schon längst in Bablers Schublade vorbereitet lagen","When critical foundation council members are summarily excluded and representatives of private media are degraded to extras, then that has nothing to do with honest dialogue. That was not a reform debate, that was a coronation mass for their own propaganda apparatus, whose results had long been prepared in Babler's drawer",fpo-5,1,high,,,,
67ff34bba4bacd72be39,2026-W38,2026-09-14,AT,fpo,FPÖ,far-right,site_scrape,party_document,www.fpoe.at,"Bablers ORF-""Zukunftsforum"" war eine Farce, Ergebnisse sind mieser Reformschwindel",https://www.fpoe.at/aktuell/artikel-detailansicht/bablers-orf-zukunftsforum-war-eine-farce-ergebnisse-sind-mieser-reformschwindel,,"FPÖ media spokesperson Christian Hafenecker criticizes SPÖ leader Andreas Babler's ORF reform forum as a sham that cements government control over the public broadcaster, demanding abolition of the mandatory ORF fee and announcing a planned referendum on ORF reform.",Christian Hafenecker,1,Christian Hafenecker,"An erster Stelle steht die ersatzlose Abschaffung der ORF-Zwangssteuer! Es kann nicht sein, dass die Österreicher für eine Finanzierung von etwas zwangsverpflichtet werden, das sie in weiten Teilen weder sehen wollen noch als objektiv empfinden.",First and foremost is the complete abolition of the ORF mandatory tax! It cannot be that Austrians are compulsorily obligated to finance something that they largely neither want to watch nor perceive as objective.,fpo-5,1,high,,,,
141518e7852d609091bd,2026-W38,2026-09-14,AT,fpo,FPÖ,far-right,site_scrape,party_document,www.fpoe.at,"Schluss mit dem Herumlavieren, Herr Kanzler!",https://www.fpoe.at/aktuell/artikel-detailansicht/schluss-mit-dem-herumlavieren-herr-kanzler,,"FPÖ General Secretary Michael Schnedlitz criticizes the ÖVP government for failing to implement a ban on political Islam and calls on them to support the FPÖ's legislative proposal, accusing the ÖVP of enabling mass immigration and Islamization over forty years in government.",Michael Schnedlitz; Christian Stocker; Claudia Bauer; Maximilian Krauss; Omar Al-Rawi,0,Michael Schnedlitz,"Statt leerer Ankündigungen, Rückzieher und wochenlangem Herumlavieren brauchen Kanzler Stocker und seine Integrationsministerin nur für eines zu sorgen: Die ÖVP soll dem längst beschlussfertig im Parlament vorliegenden FPÖ-Antrag für ein Verbotsgesetz gegen den politischen Islam zustimmen","Instead of empty announcements, backtracking and weeks of wavering, Chancellor Stocker and his Integration Minister only need to ensure one thing: The ÖVP should approve the FPÖ motion for a ban law against political Islam that has long been ready for decision in Parliament",fpo-3,1,high,,,,
141518e7852d609091bd,2026-W38,2026-09-14,AT,fpo,FPÖ,far-right,site_scrape,party_document,www.fpoe.at,"Schluss mit dem Herumlavieren, Herr Kanzler!",https://www.fpoe.at/aktuell/artikel-detailansicht/schluss-mit-dem-herumlavieren-herr-kanzler,,"FPÖ General Secretary Michael Schnedlitz criticizes the ÖVP government for failing to implement a ban on political Islam and calls on them to support the FPÖ's legislative proposal, accusing the ÖVP of enabling mass immigration and Islamization over forty years in government.",Michael Schnedlitz; Christian Stocker; Claudia Bauer; Maximilian Krauss; Omar Al-Rawi,1,Michael Schnedlitz,"Wer den islamistischen Terrorismus bekämpfen will, der muss diesem zuerst das ideologische Fundament entziehen",Whoever wants to fight Islamist terrorism must first remove its ideological foundation,fpo-3,1,high,,,,
141518e7852d609091bd,2026-W38,2026-09-14,AT,fpo,FPÖ,far-right,site_scrape,party_document,www.fpoe.at,"Schluss mit dem Herumlavieren, Herr Kanzler!",https://www.fpoe.at/aktuell/artikel-detailansicht/schluss-mit-dem-herumlavieren-herr-kanzler,,"FPÖ General Secretary Michael Schnedlitz criticizes the ÖVP government for failing to implement a ban on political Islam and calls on them to support the FPÖ's legislative proposal, accusing the ÖVP of enabling mass immigration and Islamization over forty years in government.",Michael Schnedlitz; Christian Stocker; Claudia Bauer; Maximilian Krauss; Omar Al-Rawi,2,Michael Schnedlitz,Der politische Islam ist die größte Bedrohung für die Sicherheit in Österreich,Political Islam is the greatest threat to security in Austria,fpo-3,1,high,,,,
141518e7852d609091bd,2026-W38,2026-09-14,AT,fpo,FPÖ,far-right,site_scrape,party_document,www.fpoe.at,"Schluss mit dem Herumlavieren, Herr Kanzler!",https://www.fpoe.at/aktuell/artikel-detailansicht/schluss-mit-dem-herumlavieren-herr-kanzler,,"FPÖ General Secretary Michael Schnedlitz criticizes the ÖVP government for failing to implement a ban on political Islam and calls on them to support the FPÖ's legislative proposal, accusing the ÖVP of enabling mass immigration and Islamization over forty years in government.",Michael Schnedlitz; Christian Stocker; Claudia Bauer; Maximilian Krauss; Omar Al-Rawi,3,Maximilian Krauss,"Das ist ein fatales Signal. Ein Gesetz ist keine Empfehlung, sondern gilt ab dem ersten Tag. Wenn das Kopftuchverbot gleich am ersten Schultag ignoriert wird, müssen die politisch Verantwortlichen im Bund und in Wien jetzt handeln","That is a fatal signal. A law is not a recommendation, but applies from the first day. If the headscarf ban is ignored on the very first day of school, those politically responsible at the federal level and in Vienna must now act",fpo-3,1,high,,,,
d81481a165d5099fb0ca,2026-W38,2026-09-14,AT,fpo,FPÖ,far-right,site_scrape,party_document,www.fpoe.at,News,https://www.fpoe.at/medien/news/kategorie/seite?tx_news_pi1%5BoverwriteDemand%5D%5Bcategories%5D=26,,The FPÖ criticizes the SPÖ social minister's new social welfare plans as creating incentives for migration into Austria's social system and calls for tighter restrictions on benefit recipients.,Freiheitliche Partei Österreichs,0,Freiheitliche Partei Österreichs,"SPÖ-Pläne schaffen massive Anreize für Migration in unser Sozialsystem, anstatt Daumen für Leistungsverweigerer enger zu schrauben.","SPÖ plans create massive incentives for migration into our social system, instead of tightening the screws on those who refuse to work.",fpo-1,1,high,,,,
